What is your age,What is your gender identity,Other (please specify)...4,American Indian or Alaska Native,Asian or Asian American,Black or African American,Hispanic or Latino,Middle Eastern or North African,Native Hawaiian or other Pacific Islander,White,Another race,Other (please specify)...13,In what state or U.S. territory do you live?,What is the geography of your place of residence?,Which of the following best describes your current relationship status?,What is the highest level of education you have completed?,Protestantism,Catholicism,Christianity,Judaism,Islam,Buddhism,Hinduism,Native American,Inter/Non-denominational,No religion,Other (please specify)...28,RHISum,RHIMean,PeerMean,MentorMean,CommunityMean,Zest,Engagement,Authenticity,SocialScore,EmotionalScore,Loneliness
41,Cisgender woman,NA,NA,NA,Black or African American,Hispanic or Latino,NA,NA,NA,NA,NA,Massachusetts,Urban,"Single, never married",Completed graduate school,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,145,7.631578947368421,4.666666666666667,3.5454545454545454,3.5714285714285716,4.230769230769231,4.333333333333333,3.1666666666666665,4,6,10
62,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Connecticut,Suburban,Married,Graduated from college,Protestantism,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,6.157894736842105,3.9166666666666665,3.272727272727273,2.4285714285714284,3.1538461538461537,3.5833333333333335,2.75,0,3,3
69,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Florida,Suburban,Cohabiting with a significant other or in a domestic partnership,Completed graduate school,Protestantism,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,5.947368421052632,3.75,3.272727272727273,2.2857142857142856,2.923076923076923,3,3.25,5,6,11
46,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Mississippi,Rural,Married,Graduated from high school,NA,NA,Christianity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0714285714285716,NA,NA,4.083333333333333,1,2,3
46,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Florida,Urban,Divorced,Graduated from high school,NA,NA,Christianity,NA,NA,NA,NA,NA,NA,NA,NA,125,6.578947368421052,4.166666666666667,3.4545454545454546,2.642857142857143,3.076923076923077,4.083333333333333,3,1,0,1
62,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Oregon,Urban,Divorced,Some graduate school,Protestantism,NA,Christianity,NA,NA,Buddhism,NA,NA,NA,NA,NA,119,6.2631578947368425,4,3,2.7142857142857144,3.3846153846153846,3.3333333333333335,2.9166666666666665,3,6,9
28,Cisgender woman,NA,NA,NA,Black or African American,NA,NA,NA,NA,NA,NA,New York,Urban,Married,Graduated from high school,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,136,7.157894736842105,3.5833333333333335,3.8181818181818183,3.642857142857143,3.6923076923076925,3.75,3.5833333333333335,3,1,4
19,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Ohio,Suburban,"Single, never married",2 years of college,NA,NA,Christianity,NA,NA,NA,NA,NA,NA,NA,NA,148,7.7894736842105265,4.583333333333333,4.2727272727272725,3.2857142857142856,4.230769230769231,3.5,4.25,3,5,8
41,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Arizona,Rural,Married,2 years of college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,112,5.894736842105263,3.5,2.909090909090909,2.7142857142857144,2.923076923076923,3.5,2.6666666666666665,2,NA,NA
33,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Virginia,Suburban,Married,Completed graduate school,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,131,6.894736842105263,3.8333333333333335,4.363636363636363,2.642857142857143,4,3.5833333333333335,3,0,2,2
34,Cisgender woman,NA,NA,NA,Black or African American,NA,NA,NA,NA,NA,NA,Georgia,Suburban,"Single, never married",Graduated from college,NA,NA,Christianity,NA,NA,NA,NA,NA,NA,NA,NA,146,7.684210526315789,4.166666666666667,4.7272727272727275,3.142857142857143,3.8461538461538463,4.25,3.75,0,1,1
40,Cisgender man,NA,NA,NA,NA,Hispanic or Latino,NA,NA,White,NA,NA,California,Suburban,"Single, never married",Graduated from high school,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,118,6.2105263157894735,3.9166666666666665,3.8181818181818183,2.0714285714285716,3.230769230769231,3.1666666666666665,3.1666666666666665,5,4,9
65,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,South Carolina,Suburban,Married,Completed graduate school,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,131,6.894736842105263,4.083333333333333,4.181818181818182,2.5714285714285716,3.1538461538461537,4,3.5,2,0,2
49,Cisgender woman,NA,NA,Asian or Asian American,NA,NA,NA,NA,NA,NA,NA,Washington,Suburban,Married,Graduated from college,Protestantism,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119,6.2631578947368425,3.25,3.5454545454545454,2.9285714285714284,3.3076923076923075,3.6666666666666665,2.6666666666666665,3,1,4
76,Cisgender woman,Woman,NA,NA,NA,NA,NA,NA,White,NA,NA,New York,Rural,Widowed,Completed graduate school,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,129,6.7894736842105265,3.9166666666666665,3.727272727272727,2.9285714285714284,3.076923076923077,3.4166666666666665,4,4,6,10
20,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,South Carolina,Rural,"Single, never married",Graduated from high school,NA,NA,Christianity,NA,NA,NA,NA,NA,NA,NA,NA,165,8.68421052631579,4.666666666666667,5,3.857142857142857,5,5,3.3333333333333335,1,0,1
40,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Oklahoma,Suburban,Married,Completed graduate school,NA,NA,Christianity,NA,NA,NA,NA,NA,NA,NA,NA,125,6.578947368421052,3.5833333333333335,3,3.5,3.6923076923076925,3.75,2.6666666666666665,0,1,1
42,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Mississippi,Suburban,Divorced,1 year of college,Protestantism,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,5.578947368421052,3.0833333333333335,3.090909090909091,2.5,2.5384615384615383,2.75,3.3333333333333335,5,6,11
65,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Texas,Rural,"Single, never married",Graduated from college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,106,5.578947368421052,3.0833333333333335,3,2.5714285714285716,2.8461538461538463,2.9166666666666665,2.8333333333333335,2,0,2
42,Cisgender woman,NA,NA,Asian or Asian American,NA,NA,NA,NA,NA,NA,NA,Texas,Urban,"Single, never married",Graduated from college,Protestantism,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134,7.052631578947368,4.416666666666667,3.8181818181818183,2.7857142857142856,3.6923076923076925,4,3.1666666666666665,1,0,1
34,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,South Carolina,Suburban,Married,Graduated from college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,142,7.473684210526316,4.083333333333333,4.363636363636363,3.2142857142857144,4.076923076923077,4.083333333333333,3.3333333333333335,2,NA,NA
32,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Georgia,Urban,Married,1 year of college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,114,6,3.1666666666666665,3.1818181818181817,2.9285714285714284,3.230769230769231,3,3,2,4,6
41,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Oklahoma,Urban,"Single, never married",2 years of college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,137,7.2105263157894735,4.666666666666667,4.636363636363637,2.142857142857143,3.6923076923076925,4,3.4166666666666665,2,4,6
19,Cisgender woman,NA,NA,Asian or Asian American,NA,NA,NA,NA,NA,NA,NA,Virginia,Suburban,"Single, never married",1 year of college,NA,NA,NA,NA,NA,NA,Hinduism,NA,NA,NA,NA,139,7.315789473684211,3.8333333333333335,3.6363636363636362,3.7857142857142856,4,3.5833333333333335,3.6666666666666665,0,5,5
53,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Texas,Urban,Married,Completed graduate school,NA,NA,NA,NA,Islam,NA,NA,NA,NA,NA,NA,150,7.894736842105263,4.166666666666667,5,3.2142857142857144,4.461538461538462,4.583333333333333,3.0833333333333335,0,0,0
26,Non-binary,NA,NA,NA,Black or African American,Hispanic or Latino,NA,NA,NA,NA,NA,New York,Suburban,"Single, never married",2 years of college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,139,7.315789473684211,4.75,4.2727272727272725,2.5,3.3846153846153846,3.75,4.166666666666667,4,5,9
35,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Tennessee,Suburban,Cohabiting with a significant other or in a domestic partnership,Completed graduate school,Protestantism,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,9.736842105263158,5,5,5,5,5,5,0,1,1
24,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,California,Suburban,"Single, never married",Graduated from college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,130,6.842105263157895,4.083333333333333,3.8181818181818183,2.7857142857142856,3.5384615384615383,3.75,3.25,2,0,2
43,Gender fluid,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Kentucky,Rural,Married,Graduated from college,Protestantism,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,6,3.0833333333333335,3,3.142857142857143,3,3.0833333333333335,3.1666666666666665,5,6,11
37,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,North Carolina,Rural,"Single, never married",Graduated from college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,130,6.842105263157895,3.6666666666666665,4,3,3.4615384615384617,3.6666666666666665,3.4166666666666665,1,5,6
38,Cisgender man,NA,NA,NA,Black or African American,NA,NA,NA,NA,NA,NA,Wisconsin,Urban,"Single, never married",Graduated from high school,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,106,5.578947368421052,3.25,3.909090909090909,1.7142857142857142,2.5384615384615383,3,3.0833333333333335,1,0,1
57,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,New York,Suburban,"Single, never married",Completed graduate school,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,117,6.157894736842105,3.3333333333333335,3.3636363636363638,2.857142857142857,3,3.1666666666666665,3.3333333333333335,5,6,11
28,Cisgender woman,NA,NA,NA,Black or African American,NA,NA,NA,NA,NA,NA,Maryland,Urban,Cohabiting with a significant other or in a domestic partnership,2 years of college,Protestantism,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145,7.631578947368421,4.083333333333333,5,2.9285714285714284,3.8461538461538463,3.8333333333333335,4.083333333333333,4,6,10
31,Cisgender man,NA,NA,NA,Black or African American,Hispanic or Latino,NA,NA,NA,NA,NA,New York,Urban,"Single, never married",Graduated from college,NA,NA,NA,NA,NA,NA,NA,NA,Inter/Non-denominational,NA,NA,NA,NA,3.0833333333333335,2.090909090909091,NA,3,3.25,NA,5,5,10
42,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Arizona,Suburban,"Single, never married",Graduated from college,Protestantism,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.416666666666667,NA,2.2142857142857144,3.3076923076923075,NA,4.166666666666667,5,5,10
29,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,New York,Urban,"Single, never married",Graduated from college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,137,7.2105263157894735,3.8333333333333335,3.727272727272727,3.5714285714285716,4.3076923076923075,4.083333333333333,2.6666666666666665,3,5,8
31,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Texas,Suburban,Married,3 years of college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,122,6.421052631578948,4.083333333333333,3.1818181818181817,2.7142857142857144,3.3076923076923075,3.5833333333333335,3,2,6,8
25,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,New York,Urban,"Single, never married",Graduated from college,NA,NA,Christianity,NA,NA,NA,NA,NA,NA,NA,NA,121,6.368421052631579,3.5833333333333335,3.3636363636363638,2.9285714285714284,3.4615384615384617,3.25,3.0833333333333335,1,5,6
35,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Alabama,Rural,"Single, never married",2 years of college,Protestantism,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128,6.7368421052631575,4.416666666666667,3.8181818181818183,2.357142857142857,3.230769230769231,3.5833333333333335,3.5833333333333335,2,5,7
34,Transgender man,NA,NA,NA,Black or African American,NA,NA,NA,NA,NA,NA,New Jersey,Suburban,Married,Completed graduate school,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,133,7,3.4166666666666665,4.363636363636363,3.142857142857143,3.5384615384615383,4,3.25,2,4,6
30,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,North Carolina,Urban,Divorced,2 years of college,NA,NA,Christianity,NA,NA,NA,NA,NA,NA,NA,NA,108,5.684210526315789,3.25,2.272727272727273,3.142857142857143,3.230769230769231,2.9166666666666665,2.5833333333333335,3,6,9
28,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Virginia,Rural,Cohabiting with a significant other or in a domestic partnership,1 year of college,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Agnostic, or coexisting",NA,NA,3.0833333333333335,3.727272727272727,NA,3.3846153846153846,3.25,NA,3,4,7
42,Cisgender man,NA,NA,Asian or Asian American,NA,NA,NA,NA,NA,NA,NA,New York,Urban,"Single, never married",Graduated from college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,137,7.2105263157894735,3.5833333333333335,3.727272727272727,3.7857142857142856,3.6153846153846154,3.75,3.75,2,4,6
19,Cisgender woman,NA,NA,Asian or Asian American,Black or African American,NA,NA,NA,NA,NA,NA,California,Suburban,"Single, never married",Graduated from high school,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,101,5.315789473684211,2.5833333333333335,2.727272727272727,2.857142857142857,2.6153846153846154,2.8333333333333335,2.75,4,5,9
31,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,New Jersey,Suburban,Married,Completed graduate school,NA,Catholicism,NA,NA,NA,NA,NA,NA,NA,NA,NA,135,7.105263157894737,4.166666666666667,3.727272727272727,3.142857142857143,3.8461538461538463,3.75,3.3333333333333335,1,NA,NA
49,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Arizona,Suburban,Divorced,Graduated from college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,136,7.157894736842105,4,4,3.142857142857143,3.769230769230769,4.083333333333333,3.1666666666666665,1,2,3
33,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Florida,Exurban,Married,Completed graduate school,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,98,5.157894736842105,3.6666666666666665,2,2.2857142857142856,2.230769230769231,2.8333333333333335,2.9166666666666665,2,1,3
32,Cisgender man,NA,NA,Asian or Asian American,NA,NA,NA,NA,NA,NA,NA,Michigan,Suburban,Married,Graduated from college,NA,Catholicism,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2142857142857144,3.076923076923077,NA,2.75,4,6,10
50,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Texas,Suburban,Divorced,Graduated from college,NA,NA,Christianity,NA,NA,NA,NA,NA,NA,NA,NA,114,6,3.3333333333333335,3.3636363636363638,2.642857142857143,2.923076923076923,2.75,3.5833333333333335,5,6,11
35,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Florida,Suburban,Married,Graduated from college,NA,NA,Christianity,NA,NA,NA,NA,NA,NA,NA,NA,101,5.315789473684211,2.9166666666666665,2.727272727272727,2.5714285714285716,2.6923076923076925,2.8333333333333335,2.6666666666666665,5,4,9
49,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Maryland,Exurban,Married,Graduated from college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,129,6.7894736842105265,3.6666666666666665,3.8181818181818183,3.0714285714285716,3.3846153846153846,3.5,3.5833333333333335,2,1,3
23,Cisgender man,NA,NA,NA,NA,Hispanic or Latino,NA,NA,NA,NA,NA,Florida,Urban,"Single, never married",Graduated from college,NA,NA,Christianity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3636363636363638,1.6428571428571428,2,NA,3.0833333333333335,0,0,0
30,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Ohio,Rural,Married,3 years of college,Protestantism,NA,Christianity,NA,NA,NA,NA,NA,NA,NA,NA,110,5.7894736842105265,3.9166666666666665,2.4545454545454546,2.5714285714285716,2.6923076923076925,2.6666666666666665,3.5833333333333335,5,6,11
62,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Pennsylvania,Suburban,Married,Completed graduate school,NA,Catholicism,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,6.842105263157895,4,3.5454545454545454,3.0714285714285716,3.3076923076923075,3.6666666666666665,3.5833333333333335,0,0,0
62,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Washington,Rural,Married,Graduated from college,Protestantism,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,5.105263157894737,2.75,2.272727272727273,2.7857142857142856,2.6153846153846154,2.6666666666666665,2.5833333333333335,5,6,11
22,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,New Jersey,Suburban,"Single, never married",1 year of college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,76,4,2.75,1,2.2857142857142856,1.6153846153846154,1.6666666666666667,2.9166666666666665,5,6,11
41,Cisgender woman,NA,NA,NA,Black or African American,NA,NA,NA,NA,NA,NA,Georgia,Urban,"Single, never married",2 years of college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,109,5.7368421052631575,3.3333333333333335,2.727272727272727,2.7857142857142856,2.769230769230769,3.4166666666666665,2.6666666666666665,3,NA,NA
18,Transgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Georgia,Suburban,"Single, never married",11th grade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Agnostic,115,6.052631578947368,3.6666666666666665,3,2.7142857142857144,3.076923076923077,2.9166666666666665,3.3333333333333335,1,5,6
34,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Texas,Suburban,Married,Graduated from college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,NA,NA,3.5,3.3636363636363638,NA,2.8461538461538463,NA,2.5833333333333335,0,0,0
42,Cisgender man,NA,NA,NA,NA,Hispanic or Latino,NA,NA,NA,NA,NA,Texas,Suburban,Married,Graduated from college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,105,5.526315789473684,3.8333333333333335,2.8181818181818183,2,2.923076923076923,2.75,2.8333333333333335,3,4,7
67,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Texas,Suburban,Married,1 year of college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,88,4.631578947368421,2.75,2.272727272727273,2.142857142857143,1.6153846153846154,2.3333333333333335,3.25,2,0,2
53,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,New York,Suburban,Divorced,2 years of college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,97,5.105263157894737,2.9166666666666665,2.5454545454545454,2.4285714285714284,2.3846153846153846,2.5833333333333335,2.9166666666666665,5,6,11
41,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Kentucky,Urban,"Single, never married",Completed graduate school,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,93,4.894736842105263,2.8333333333333335,3,1.8571428571428572,2.5384615384615383,2.3333333333333335,2.6666666666666665,3,5,8
27,Cisgender man,NA,NA,Asian or Asian American,NA,NA,NA,NA,NA,NA,NA,New York,Urban,"Single, never married",Graduated from college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,97,5.105263157894737,4.333333333333333,1.7272727272727273,1.8571428571428572,2.230769230769231,2.5833333333333335,3.0833333333333335,1,0,1
35,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,California,Suburban,Cohabiting with a significant other or in a domestic partnership,Graduated from high school,NA,NA,Christianity,NA,NA,NA,NA,NA,NA,NA,NA,146,7.684210526315789,4.25,4.454545454545454,3.2857142857142856,4.230769230769231,4.166666666666667,3.4166666666666665,0,0,0
38,Cisgender man,NA,NA,Asian or Asian American,NA,NA,NA,NA,NA,NA,NA,Texas,Suburban,Married,2 years of college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,127,6.684210526315789,4.166666666666667,3.4545454545454546,2.7857142857142856,3.3076923076923075,3.0833333333333335,3.9166666666666665,3,2,5
35,Cisgender man,NA,NA,NA,NA,Hispanic or Latino,NA,NA,NA,NA,NA,California,Suburban,Cohabiting with a significant other or in a domestic partnership,Graduated from high school,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,118,6.2105263157894735,3.6666666666666665,2.8181818181818183,3.0714285714285716,3.4615384615384617,3.3333333333333335,2.75,1,0,1
33,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Michigan,Suburban,"Single, never married",3 years of college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,NA,NA,4.083333333333333,3.4545454545454546,NA,3,NA,3.6666666666666665,3,6,9
29,Cisgender woman,NA,NA,NA,NA,Hispanic or Latino,NA,NA,NA,NA,NA,Texas,Suburban,Married,Graduated from high school,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jehovahs witness,121,6.368421052631579,4.25,3.3636363636363638,2.357142857142857,3.076923076923077,3.5,3.25,1,0,1
34,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Florida,Suburban,Married,Graduated from college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,153,8.052631578947368,4.583333333333333,4.636363636363637,3.357142857142857,4.461538461538462,4.666666666666667,3.25,0,0,0
25,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Florida,Suburban,Cohabiting with a significant other or in a domestic partnership,Graduated from college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,NA,NA,3.5,3,NA,3.230769230769231,NA,3,4,5,9
39,Cisgender woman,NA,NA,Asian or Asian American,NA,NA,NA,NA,NA,NA,NA,Illinois,Urban,"Single, never married",Completed graduate school,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,111,5.842105263157895,3.4166666666666665,3.090909090909091,2.5714285714285716,3.076923076923077,2.9166666666666665,3,5,4,9
44,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Georgia,Suburban,"Single, never married",2 years of college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,128,6.7368421052631575,4.333333333333333,3.5454545454545454,2.642857142857143,3.6153846153846154,3.5,3.25,5,4,9
42,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Maryland,Suburban,Separated,Completed graduate school,NA,Catholicism,NA,NA,NA,NA,NA,NA,NA,NA,NA,139,7.315789473684211,3.8333333333333335,4,3.5,3.923076923076923,3.9166666666666665,3.4166666666666665,1,3,4
27,Cisgender man,NA,NA,Asian or Asian American,NA,NA,NA,NA,White,NA,NA,Maryland,Suburban,Cohabiting with a significant other or in a domestic partnership,Graduated from high school,NA,Catholicism,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,6.052631578947368,3.4166666666666665,3.727272727272727,2.357142857142857,3.3846153846153846,3.4166666666666665,2.5,0,0,0
46,Cisgender man,NA,NA,Asian or Asian American,NA,NA,NA,NA,NA,NA,NA,New Jersey,Suburban,Married,Graduated from college,NA,NA,Christianity,NA,NA,NA,NA,NA,NA,NA,NA,130,6.842105263157895,4.25,3.5454545454545454,2.857142857142857,3.6923076923076925,3.5,3.3333333333333335,0,2,2
34,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Vermont,Rural,Divorced,Graduated from college,Protestantism,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119,6.2631578947368425,3.4166666666666665,3.090909090909091,3.142857142857143,3.1538461538461537,3.3333333333333335,3.1666666666666665,4,6,10
30,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,California,Suburban,"Single, never married",Graduated from college,Protestantism,NA,Christianity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8181818181818183,2.4285714285714284,2.3846153846153846,NA,3,5,6,11
